,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
12,4943,Dai,DAI,multi-collateral-dai,2692,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,5347888595.7464075,5347888595.7464075,True,,13,,,,2023-10-22T18:48:00.000Z,1.000249157581355,139051081.76039577,17.9464,-0.01016073,0.02843229,-0.02630645,0.02824464,0.09401531,0.0648866,5349221062.73428,0.4704,5349221062.73,,2023-10-22T18:48:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2023-10-22 18:50:30.493630
13,1975,Chainlink,LINK,chainlink,1368,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,556849970.4527867,1000000000.0,False,,14,,,,2023-10-22T18:48:00.000Z,9.474359762258143,890146908.795538,22.6172,-0.95631181,5.78612141,27.81154092,37.93930107,48.51783665,25.35799096,5275796953.672518,0.4639,9474359762.26,,2023-10-22T18:48:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2023-10-22 18:50:30.493630
14,6636,Polkadot,DOT,polkadot-new,597,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1270320717.7508621,1369362335.356042,True,,15,,,,2023-10-22T18:48:00.000Z,3.8803115646412083,105257718.42533833,8.6236,0.43951606,-1.00041605,3.11989924,-3.30616993,-13.69171038,-25.80140865,4929240171.891991,0.4335,5313552506.07,,2023-10-22T18:48:00.000Z,,,,,,2023-10-22 18:50:30.493630
0,1,Bitcoin,BTC,bitcoin,10496,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19521062.0,19521062.0,False,,1,,,,2023-10-22T18:50:00.000Z,29909.654458451136,10432831859.101545,-9.0439,-0.01803361,-0.6980464,10.53910569,12.42156234,13.07242825,2.70897045,583868219082.0011,51.3504,628102743627.47,,2023-10-22T18:50:00.000Z,,,,,,2023-10-22 18:51:32.252784
1,1027,Ethereum,ETH,ethereum,7593,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120267199.24042194,120267199.24042194,True,,2,,,,2023-10-22T18:50:00.000Z,1635.3205214455468,4440104237.006635,7.4797,-0.01138761,0.20728167,4.52220951,2.50739905,-2.5698816,-11.59147592,196675418974.64227,17.2978,196675418974.64,,2023-10-22T18:50:00.000Z,,,,,,2023-10-22 18:51:32.252784
2,825,Tether USDt,USDT,tether,64141,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,84154234500.6047,87625667477.0228,True,,3,,,,2023-10-22T18:50:00.000Z,1.0004753258441201,31841040893.725674,5.1611,0.00541157,0.01015453,0.0423026,0.05189727,0.06439114,0.06892039,84194235183.15498,7.4037,87667318221.38,,2023-10-22T18:50:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-10-22 18:51:32.252784
3,1839,BNB,BNB,bnb,1690,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,151705034.6854829,151705034.6854829,False,,4,,,,2023-10-22T18:50:00.000Z,215.4529019777053,271112558.3262197,7.645,-0.01380007,0.21974258,2.49519923,2.1708093,-0.74693566,-9.61905115,32685289967.615726,2.8747,32685289967.62,,2023-10-22T18:50:00.000Z,,,,,,2023-10-22 18:51:32.252784
4,52,XRP,XRP,xrp,1119,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,53441027384.0,99988362642.0,False,,5,,,,2023-10-22T18:50:00.000Z,0.5202257443387274,567323795.3502253,-19.5596,-0.30085967,-0.76920143,6.2358612,1.08714289,-1.65892484,-26.49625605,27801398249.06771,2.4452,52022574433.87,,2023-10-22T18:50:00.000Z,,,,,,2023-10-22 18:51:32.252784
5,3408,USDC,USDC,usd-coin,14546,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,25560968950.93122,25560968950.93122,False,,6,,,,2023-10-22T18:50:00.000Z,1.0000032694084982,1959619019.514119,-1.8122,0.0077899,0.0002028,-0.00295122,-0.00616935,-0.01109672,0.00581828,25561052520.18033,2.2478,25561052520.18,,2023-10-22T18:50:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-10-22 18:51:32.252784
6,5426,Solana,SOL,solana,538,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain']",,416722077.8411571,560555428.784264,True,,7,,,,2023-10-22T18:50:00.000Z,28.729747824520103,761306860.6868464,-27.5264,-0.10966966,-2.09522026,31.07038088,48.61896645,34.45443767,22.66722022,11972320209.28648,1.0528,16104616110.64,,2023-10-22T18:50:00.000Z,,,,,,2023-10-22 18:51:32.252784
7,2010,Cardano,ADA,cardano,948,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35228606208.488,36274729240.533,False,,8,,,,2023-10-22T18:50:00.000Z,0.2596600889286648,121158026.33551058,-6.2422,-0.18892657,-0.30151442,4.96501247,6.44052887,-2.62785119,-14.96766506,9147463020.928907,0.8044,11684704001.79,,2023-10-22T18:50:00.000Z,,,,,,2023-10-22 18:51:32.252784
8,74,Dogecoin,DOGE,dogecoin,811,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,141519366383.7052,141519366383.7052,True,,9,,,,2023-10-22T18:50:00.000Z,0.061018836628064704,151525423.84543258,9.0418,-0.06892947,-0.30363599,2.259236,-0.76261326,-4.54082457,-18.47416023,8635347097.07454,0.7594,8635347097.07,,2023-10-22T18:50:00.000Z,,,,,,2023-10-22 18:51:32.252784
9,1958,TRON,TRX,tron,853,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88882248218.43095,88882313760.98747,True,,10,71659659264.0,6448721887.388347,,2023-10-22T18:50:00.000Z,0.08999096498115812,166318859.38482893,-7.4585,-0.18124521,-1.92743439,4.44504833,7.77374632,16.21262612,10.63948247,7998599286.871424,0.7035,7998605185.11,,2023-10-22T18:50:00.000Z,,,,,,2023-10-22 18:51:32.252784
10,11419,Toncoin,TON,toncoin,159,2021-08-26T13:40:22.000Z,"['pos', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3431892087.62,5047558528.0,True,,11,3414166606.0,7439121511.4006405,,2023-10-22T18:50:00.000Z,2.178898211448513,12409850.05030248,30.7372,0.11541366,2.13105812,12.709307,-5.40910318,54.02255039,57.30645978,7477743531.599522,0.6577,10998116248.84,,2023-10-22T18:50:00.000Z,,,,,,2023-10-22 18:51:32.252784
11,3890,Polygon,MATIC,polygon,1011,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain']",10000000000.0,9309803040.71938,10000000000.0,False,,12,,,,2023-10-22T18:50:00.000Z,0.5893649914641109,324309019.28208685,15.8728,0.14233993,3.44829528,13.84158024,13.34522126,5.11919184,-18.81674807,5486871989.626131,0.4826,5893649914.64,,2023-10-22T18:50:00.000Z,,,,,,2023-10-22 18:51:32.252784
12,4943,Dai,DAI,multi-collateral-dai,2692,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,5347888595.7464075,5347888595.7464075,True,,13,,,,2023-10-22T18:50:00.000Z,1.0002601988287805,139106890.4490496,18.0273,0.01696119,0.03163758,-0.03265485,0.02378097,0.08559495,0.069157,5349280110.095469,0.4705,5349280110.1,,2023-10-22T18:50:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2023-10-22 18:51:32.252784
13,1975,Chainlink,LINK,chainlink,1368,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,556849970.4527867,1000000000.0,False,,14,,,,2023-10-22T18:50:00.000Z,9.463431947668468,890324277.1555597,22.3699,-1.01062903,5.5582502,27.71107169,37.59320428,48.32256145,25.1302662,5269711800.441144,0.4634,9463431947.67,,2023-10-22T18:50:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2023-10-22 18:51:32.252784
14,6636,Polkadot,DOT,polkadot-new,597,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1270320717.7508621,1369362335.356042,True,,15,,,,2023-10-22T18:50:00.000Z,3.8790023657527217,105395808.28934433,8.5153,0.29580565,-1.02354125,3.09156656,-3.36633277,-13.73092505,-25.87452791,4927577069.42029,0.4334,5311759738.42,,2023-10-22T18:50:00.000Z,,,,,,2023-10-22 18:51:32.252784
0,1,Bitcoin,BTC,bitcoin,10496,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19521062.0,19521062.0,False,,1,,,,2023-10-22T18:51:00.000Z,29910.65732413092,10430392874.278212,-9.0786,-0.0231514,-0.85307354,10.5430853,12.46025172,13.10941656,2.71765847,583887796085.1138,51.3521,628123803806.75,,2023-10-22T18:51:00.000Z,,,,,,2023-10-22 18:52:33.681119
1,1027,Ethereum,ETH,ethereum,7593,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120267199.24042194,120267199.24042194,True,,2,,,,2023-10-22T18:51:00.000Z,1635.2253668790595,4439952100.56871,7.4736,-0.03788725,0.07943284,4.49945674,2.5492282,-2.51731984,-11.58799868,196663975001.4359,17.2968,196663975001.44,,2023-10-22T18:51:00.000Z,,,,,,2023-10-22 18:52:33.681119
2,825,Tether USDt,USDT,tether,64141,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,84154234500.6047,87625667477.0228,True,,3,,,,2023-10-22T18:51:00.000Z,1.0004732354260517,31839749757.488724,5.1704,-0.0040519,0.01806295,0.03914572,0.03996964,0.07304442,0.06629414,84194059265.62265,7.405,87667135047.1,,2023-10-22T18:51:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-10-22 18:52:33.681119
3,1839,BNB,BNB,bnb,1690,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,151705034.6854829,151705034.6854829,False,,4,,,,2023-10-22T18:51:00.000Z,215.4480415247396,271083470.6699024,7.6254,-0.01549604,0.21069394,2.49777004,2.16230738,-0.74236746,-9.61862623,32684552612.42998,2.8746,32684552612.43,,2023-10-22T18:51:00.000Z,,,,,,2023-10-22 18:52:33.681119
4,52,XRP,XRP,xrp,1119,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,53441027384.0,99988362642.0,False,,5,,,,2023-10-22T18:51:00.000Z,0.5202461048061645,567161359.2646439,-19.5773,-0.29695343,-0.76673405,6.23690025,1.0932714,-1.65763654,-26.48722388,27802486333.36557,2.4453,52024610480.62,,2023-10-22T18:51:00.000Z,,,,,,2023-10-22 18:52:33.681119
5,3408,USDC,USDC,usd-coin,14546,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,25560968950.93122,25560968950.93122,False,,6,,,,2023-10-22T18:51:00.000Z,0.9999805067758251,1959354911.5668857,-1.7607,-0.00443711,-0.00425936,-0.01851512,-0.01234206,-0.00680609,-0.00229883,25560470685.233334,2.2477,25560470685.23,,2023-10-22T18:51:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-10-22 18:52:33.681119
6,5426,Solana,SOL,solana,538,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain']",,416722077.8411571,560555428.784264,True,,7,,,,2023-10-22T18:51:00.000Z,28.730124697530822,761061511.2562089,-27.5631,-0.0911849,-2.09243753,31.06477943,48.60066854,34.47478025,22.66862943,11972477260.59059,1.0528,16104827368.85,,2023-10-22T18:51:00.000Z,,,,,,2023-10-22 18:52:33.681119
7,2010,Cardano,ADA,cardano,948,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35228606208.488,36274729240.533,False,,8,,,,2023-10-22T18:51:00.000Z,0.25966131847730795,121200083.7714089,-6.2058,-0.1924021,-0.30177666,4.96286477,6.42985246,-2.62710077,-14.97385131,9147506336.213871,0.8045,11684759331.48,,2023-10-22T18:51:00.000Z,,,,,,2023-10-22 18:52:33.681119
8,74,Dogecoin,DOGE,dogecoin,811,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,141519366383.7052,141519366383.7052,True,,9,,,,2023-10-22T18:51:00.000Z,0.06101864182585591,151531510.55988696,9.0299,-0.06410891,-0.30946138,2.25373297,-0.77061062,-4.53579927,-18.46978367,8635319528.789381,0.7594,8635319528.79,,2023-10-22T18:51:00.000Z,,,,,,2023-10-22 18:52:33.681119
9,1958,TRON,TRX,tron,853,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88882248218.43095,88882313760.98747,True,,10,71659659264.0,6448673415.679465,,2023-10-22T18:51:00.000Z,0.08999028856559349,166299823.11271024,-7.4775,-0.17843171,-1.93382894,4.44603661,7.7699883,16.20482923,10.64217139,7998539165.53531,0.7035,7998545063.73,,2023-10-22T18:51:00.000Z,,,,,,2023-10-22 18:52:33.681119
10,11419,Toncoin,TON,toncoin,159,2021-08-26T13:40:22.000Z,"['pos', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3431892087.62,5047558528.0,True,,11,3414166606.0,7440850938.18568,,2023-10-22T18:51:00.000Z,2.179404755792893,12412137.77415973,30.7872,0.14291138,2.15638793,12.73099536,-5.38474288,54.05108805,57.34168816,7479481937.1270275,0.6578,11000673061.07,,2023-10-22T18:51:00.000Z,,,,,,2023-10-22 18:52:33.681119
11,3890,Polygon,MATIC,polygon,1011,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain']",10000000000.0,9309803040.71938,10000000000.0,False,,12,,,,2023-10-22T18:51:00.000Z,0.5893955190186482,324511943.1552236,15.944,0.15616462,3.44908535,13.83931077,13.34657032,5.12315975,-18.81096586,5487156195.146188,0.4826,5893955190.19,,2023-10-22T18:51:00.000Z,,,,,,2023-10-22 18:52:33.681119
12,4943,Dai,DAI,multi-collateral-dai,2692,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,5347888595.7464075,5347888595.7464075,True,,13,,,,2023-10-22T18:51:00.000Z,1.0002634581195982,139114040.57635036,18.0351,0.01861695,0.02270042,-0.03403204,0.02711488,0.08673997,0.06069647,5349297540.419663,0.4705,5349297540.42,,2023-10-22T18:51:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2023-10-22 18:52:33.681119
13,1975,Chainlink,LINK,chainlink,1368,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,556849970.4527867,1000000000.0,False,,14,,,,2023-10-22T18:51:00.000Z,9.46447102820403,890371037.3660653,22.3508,-0.97920969,5.52616384,27.71872049,37.56835446,48.35100275,25.14271465,5270290412.406671,0.4635,9464471028.2,,2023-10-22T18:51:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2023-10-22 18:52:33.681119
14,6636,Polkadot,DOT,polkadot-new,597,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1270320717.7508621,1369362335.356042,True,,15,,,,2023-10-22T18:51:00.000Z,3.879157099547557,105393216.26284565,8.5131,0.29541934,-1.02457743,3.09504536,-3.37666746,-13.72288485,-25.8720422,4927773630.965605,0.4334,5311971625.05,,2023-10-22T18:51:00.000Z,,,,,,2023-10-22 18:52:33.681119
0,1,Bitcoin,BTC,bitcoin,10496,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19521062.0,19521062.0,False,,1,,,,2023-10-22T18:52:00.000Z,29908.311178636613,10401219096.22674,-9.5759,-0.0357554,-0.80340539,10.53570505,12.46450713,13.07558644,2.75972755,583841996833.4584,51.3481,628074534751.37,,2023-10-22T18:52:00.000Z,,,,,,2023-10-22 18:53:43.139136
